,job_id,config_hash,timestamp,success,cv_scores,mean_score,std_score,train_scores,mean_train_score,fit_time_mean,score_time_mean,hyperparameters.alpha,hyperparameters.max_iter,hyperparameters.solver,hyperparameters.tol,additional_metrics.neg_mean_squared_error.mean,additional_metrics.neg_mean_squared_error.std,additional_metrics.neg_mean_absolute_error.mean,additional_metrics.neg_mean_absolute_error.std,additional_metrics.neg_root_mean_squared_error.mean,additional_metrics.neg_root_mean_squared_error.std
3527,3527,deff184facc7,2026-03-21 10:25:09,True,[0.26380977 0.31120083 0.24643423 0.2993748  0.22540706],0.2692453373087629,0.03206160878853313,[0.27685038 0.26686841 0.28292213 0.26958694 0.28711934],0.27666943985035297,0.007087516784667969,0.0006524085998535156,8.4,500,saga,0.01,-0.1642479739366014,0.008523196283245776,-0.3401643143215689,0.0078058806649658015,-0.40513676202558535,0.010591411238620865
3528,3528,4a23bf441da1,2026-03-21 10:25:09,True,[0.28851613 0.32294684 0.24249827 0.29503202 0.24426857],0.2786523642766603,0.031038529338684367,[0.28457725 0.27817838 0.2970991  0.28468932 0.29607269],0.28812334828375485,0.0010581016540527344,0.0006240367889404297,8.55,100,auto,0.0001,-0.16213497705238164,0.008344125965588357,-0.3357659832402581,0.006825360231532467,-0.40252506570377583,0.010418662704617353
3529,3529,83dba57e6197,2026-03-21 10:25:09,True,[0.28851613 0.32294684 0.24249827 0.29503202 0.24426857],0.2786523642766603,0.031038529338684367,[0.28457725 0.27817838 0.2970991  0.28468932 0.29607269],0.28812334828375485,0.0010651111602783202,0.0006241321563720704,8.55,100,auto,0.001,-0.16213497705238164,0.008344125965588357,-0.3357659832402581,0.006825360231532467,-0.40252506570377583,0.010418662704617353
3530,3530,24c4e19a93cd,2026-03-21 10:25:09,True,[0.28851613 0.32294684 0.24249827 0.29503202 0.24426857],0.2786523642766603,0.031038529338684367,[0.28457725 0.27817838 0.2970991  0.28468932 0.29607269],0.28812334828375485,0.0013673782348632812,0.0006335258483886718,8.55,100,auto,0.01,-0.16213497705238164,0.008344125965588357,-0.3357659832402581,0.006825360231532467,-0.40252506570377583,0.010418662704617353
3531,3531,998405031e93,2026-03-21 10:25:08,True,[0.28851613 0.32294684 0.24249827 0.29503202 0.24426857],0.2786523642766604,0.03103852933868439,[0.28457725 0.27817838 0.2970991  0.28468932 0.29607269],0.28812334828375474,0.0005436897277832031,0.0006441593170166016,8.55,100,svd,0.0001,-0.1621349770523816,0.008344125965588377,-0.33576598324025797,0.006825360231532492,-0.40252506570377583,0.010418662704617363
3532,3532,d822e47551aa,2026-03-21 10:25:08,True,[0.28851613 0.32294684 0.24249827 0.29503202 0.24426857],0.2786523642766604,0.03103852933868439,[0.28457725 0.27817838 0.2970991  0.28468932 0.29607269],0.28812334828375474,0.0005571842193603516,0.0006476879119873047,8.55,100,svd,0.001,-0.1621349770523816,0.008344125965588377,-0.33576598324025797,0.006825360231532492,-0.40252506570377583,0.010418662704617363
3533,3533,c698f0c8d4c2,2026-03-21 10:25:08,True,[0.28851613 0.32294684 0.24249827 0.29503202 0.24426857],0.2786523642766604,0.03103852933868439,[0.28457725 0.27817838 0.2970991  0.28468932 0.29607269],0.28812334828375474,0.012196969985961915,0.0007261753082275391,8.55,100,svd,0.01,-0.1621349770523816,0.008344125965588377,-0.33576598324025797,0.006825360231532492,-0.40252506570377583,0.010418662704617363
3534,3534,f881c9ffc69e,2026-03-21 10:25:08,True,[0.28851613 0.32294684 0.24249827 0.29503202 0.24426857],0.2786523642766603,0.031038529338684367,[0.28457725 0.27817838 0.2970991  0.28468932 0.29607269],0.28812334828375485,0.0006052017211914063,0.0007130622863769532,8.55,100,cholesky,0.0001,-0.16213497705238164,0.008344125965588357,-0.3357659832402581,0.006825360231532467,-0.40252506570377583,0.010418662704617353
3535,3535,f787aa74fc9c,2026-03-21 10:25:08,True,[0.28851613 0.32294684 0.24249827 0.29503202 0.24426857],0.2786523642766603,0.031038529338684367,[0.28457725 0.27817838 0.2970991  0.28468932 0.29607269],0.28812334828375485,0.0007308483123779297,0.0006810665130615234,8.55,100,cholesky,0.001,-0.16213497705238164,0.008344125965588357,-0.3357659832402581,0.006825360231532467,-0.40252506570377583,0.010418662704617353
3536,3536,a5db22887ac7,2026-03-21 10:25:08,True,[0.28851613 0.32294684 0.24249827 0.29503202 0.24426857],0.2786523642766603,0.031038529338684367,[0.28457725 0.27817838 0.2970991  0.28468932 0.29607269],0.28812334828375485,0.012291193008422852,0.0007157802581787109,8.55,100,cholesky,0.01,-0.16213497705238164,0.008344125965588357,-0.3357659832402581,0.006825360231532467,-0.40252506570377583,0.010418662704617353
3537,3537,f5ede58f349e,2026-03-21 10:25:08,True,[0.28851617 0.3229468  0.24249826 0.29503201 0.24426854],0.278652355689592,0.031038525685771062,[0.28457725 0.27817838 0.2970991  0.28468932 0.29607269],0.28812334828362224,0.0006885528564453125,0.0006420612335205078,8.55,100,lsqr,0.0001,-0.16213497884112021,0.008344122623757687,-0.33576598323907103,0.006825305364468784,-0.402525068038848,0.010418658332095477
3538,3538,c1e5f88a55c3,2026-03-21 10:25:08,True,[0.26961318 0.31523983 0.24371683 0.30409514 0.22806384],0.27214576454195244,0.03357289152701833,[0.27958198 0.2696229  0.28631711 0.27232376 0.28985992],0.2795411342217835,0.0006782054901123047,0.0006506919860839843,8.55,100,lsqr,0.001,-0.16359746577207265,0.00882857288570087,-0.33828179439962314,0.008175352610517559,-0.4043225822764267,0.010987048438720042
