job_id,config_hash,timestamp,success,mean_score,std_score,mean_train_score,fit_time_mean,score_time_mean,n_neighbors,weights,metric,p,leaf_size,algorithm,f1_macro_mean,f1_macro_std,f1_micro_mean,f1_micro_std,f1_weighted_mean,f1_weighted_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,roc_auc_ovr_mean,roc_auc_ovr_std
69,747e101cd1d4,2026-04-15 16:07:20,True,0.7528571428571429,0.08108858756016096,1.0,0.0,0.022612619400024413,55,distance,manhattan,3,50,ball_tree,0.7516746995129908,0.0819477862757152,0.7528571428571429,0.08108858756016096,0.7575985569848488,0.07925634381945879,0.7601350501350501,0.0809314285118092,0.7537277537277538,0.08235833590677508,0.9187766722005852,0.020419411287385284
70,4e44f2e6b35c,2026-04-15 16:07:30,True,0.725079365079365,0.05217033172426361,1.0,0.003705406188964844,0.019015407562255858,32,distance,manhattan,3,50,ball_tree,0.7164638428079287,0.058599043892307884,0.725079365079365,0.05217033172426361,0.7244114184160267,0.05709455342196295,0.7295719966308202,0.05337984760811221,0.723092833092833,0.056738932544172074,0.9155204803248281,0.012485586485428836
71,05b5a7c30fd0,2026-04-15 16:07:41,True,0.7306349206349206,0.04686331529010561,1.0,0.00217437744140625,0.0217435359954834,38,distance,manhattan,3,50,ball_tree,0.7249834502261818,0.045822442186830424,0.7306349206349206,0.04686331529010561,0.7320553997554867,0.04641789264641339,0.7347663447663447,0.04444136472227445,0.7297594997594998,0.046225521634819466,0.9152800203017595,0.017489690871184637
72,277db4bdb612,2026-04-15 16:07:54,True,0.7415873015873016,0.07534852253912096,1.0,0.0017366886138916015,0.03014678955078125,72,distance,manhattan,2,40,kd_tree,0.7378281738757816,0.0754200166004377,0.7415873015873016,0.07534852253912096,0.7453723731770961,0.07309212195465146,0.7546098346098347,0.08460732231492389,0.7377489177489178,0.07486779300814106,0.9207718684007503,0.02114394265161348
73,ecad1ae6fe8b,2026-04-15 16:08:06,True,0.7357142857142858,0.07855138432799125,1.0,0.003177452087402344,0.012526655197143554,78,distance,manhattan,3,50,ball_tree,0.7303499985815144,0.07729517093939745,0.7357142857142858,0.07855138432799125,0.7391620672349893,0.07540210718448805,0.7457131757131757,0.08603656536329977,0.7276960076960077,0.07551820999567573,0.9195527171815991,0.02219539523836555
74,64dd9105baad,2026-04-15 16:08:21,True,0.7644444444444445,0.0747876813312966,0.8342755835713582,0.0020725250244140623,0.03427810668945312,7,uniform,manhattan,1,30,brute,0.751932779329497,0.08158457193057893,0.7644444444444445,0.0747876813312966,0.7588006446172829,0.07961001374787205,0.7571092741680976,0.07496070553888766,0.7604232804232803,0.07861258786907709,0.9028128349393876,0.018638348191046313
75,220c0705df59,2026-04-15 16:08:46,True,0.7585714285714286,0.0509630113026894,1.0,0.0022405147552490234,0.04499492645263672,19,distance,manhattan,3,50,ball_tree,0.7523470128975612,0.04823830819330009,0.7585714285714286,0.0509630113026894,0.7582626691655706,0.047697591580913634,0.7619217819217818,0.04312027686007233,0.7576190476190475,0.04622182975587786,0.919760056483659,0.013167797461155473
76,204b9bbcf170,2026-04-15 16:09:13,True,0.736031746031746,0.05412582040363307,1.0,0.0018568992614746093,0.06438865661621093,40,distance,manhattan,3,50,ball_tree,0.729704054117479,0.05344223981467044,0.736031746031746,0.05412582040363307,0.7374539499933056,0.05204262944715482,0.7367554667554668,0.051246114729953156,0.7337806637806639,0.05428728265023742,0.9162315132532525,0.01843489162203343
77,7c1293c16219,2026-04-15 16:09:51,True,0.7528571428571429,0.08108858756016096,1.0,0.0033013343811035155,0.08117294311523438,56,distance,manhattan,3,50,ball_tree,0.7516746995129908,0.0819477862757152,0.7528571428571429,0.08108858756016096,0.7575985569848488,0.07925634381945879,0.7601350501350501,0.0809314285118092,0.7537277537277538,0.08235833590677508,0.9193882458121589,0.021581512646973593
78,8409716cf56c,2026-04-15 16:10:28,True,0.7584126984126984,0.05152401490438193,1.0,0.0025647640228271484,0.059185028076171875,20,distance,manhattan,3,50,ball_tree,0.7532952142695507,0.04908079879470726,0.7584126984126984,0.05152401490438193,0.7592612971686964,0.04879166684510864,0.7635812335812335,0.044260330377024135,0.7592833092833093,0.047483718480093695,0.9205299743964339,0.010720482311514444
79,143178b5008d,2026-04-15 16:11:07,True,0.7023809523809524,0.06408453726408364,1.0,0.006649827957153321,0.19651713371276855,87,distance,manhattan,3,40,ball_tree,0.6898399096366428,0.06456640163080409,0.7023809523809524,0.06408453726408364,0.7023032239848417,0.06435248053716737,0.7099296609822926,0.06873689147675502,0.6899182299182299,0.06317437574820116,0.9215819780058911,0.021060457255501173
80,f8d32ea6b95d,2026-04-15 16:11:41,True,0.775079365079365,0.06246107379385164,1.0,0.003124427795410156,0.05951991081237793,2,distance,manhattan,2,50,ball_tree,0.7695396725435074,0.06496814460359468,0.775079365079365,0.06246107379385164,0.775255371702047,0.06446878932860518,0.7795896913543972,0.05761628413140252,0.7716642616642616,0.07035549230422625,0.8617227104043874,0.051262473656151185
81,840e35b0e8b7,2026-04-15 16:11:57,True,0.7528571428571429,0.08108858756016096,1.0,0.0026982784271240234,0.03708438873291016,64,distance,manhattan,2,40,kd_tree,0.7516247741297322,0.08188182570750874,0.7528571428571429,0.08108858756016096,0.7580189431830127,0.07979408295537864,0.7601350501350501,0.0809314285118092,0.752934102934103,0.08132469171705077,0.9199141916859308,0.023047868381555158
82,b3c95cfe4d62,2026-04-15 16:12:13,True,0.7301587301587302,0.08762566112606682,1.0,0.0012093544006347655,0.03768143653869629,82,distance,manhattan,1,50,ball_tree,0.7241710181416644,0.08730580885731946,0.7301587301587302,0.08762566112606682,0.7335342843898152,0.08482173533167454,0.7387590187590188,0.09680164567845134,0.7210293410293411,0.08622785574585151,0.921811135092191,0.02181632322068522
83,141fbd83fe2c,2026-04-15 16:12:38,True,0.7590476190476191,0.06539335789851781,1.0,0.0028818607330322265,0.04743661880493164,12,distance,manhattan,2,40,kd_tree,0.7448659822763402,0.06892620463452429,0.7590476190476191,0.06539335789851781,0.7528776530946145,0.06839653510593292,0.7561102731690966,0.057446577403387884,0.7504761904761905,0.06312912138021844,0.9157938014366586,0.01757174307428358
84,7a503f852c3b,2026-04-15 16:13:11,True,0.7361904761904762,0.05034674427015301,1.0,0.0023315906524658202,0.05238785743713379,36,distance,manhattan,2,40,kd_tree,0.7301170820264802,0.048703992166241945,0.7361904761904762,0.05034674427015301,0.7374097162209143,0.049392530205540054,0.7396847596847598,0.04602679072221318,0.7345214045214046,0.04896521959771713,0.9161220675459806,0.01569172347311642
85,2a2c3932378a,2026-04-15 16:13:49,True,0.7417460317460317,0.05302537696392922,1.0,0.0020261764526367187,0.04638376235961914,25,distance,manhattan,3,50,ball_tree,0.7367320956016608,0.051142294839350136,0.7417460317460317,0.05302537696392922,0.7428158524245482,0.050657394872647546,0.7428982128982129,0.04684521321047014,0.743092833092833,0.05246652265665835,0.9208754692512455,0.012493870448186927
86,ef84c1457707,2026-04-15 16:14:22,True,0.7417460317460317,0.05302537696392922,1.0,0.0029352188110351564,0.06405234336853027,23,distance,manhattan,2,40,kd_tree,0.7346205587774802,0.051491249718092526,0.7417460317460317,0.05302537696392922,0.7415518495053728,0.05057771630860486,0.7404946904946905,0.04741174073415856,0.7404473304473305,0.053180533007744,0.9191455070119666,0.013416241331201824
87,545b1355cda6,2026-04-15 16:15:01,True,0.7417460317460317,0.05302537696392922,1.0,0.007163476943969726,0.08472619056701661,26,distance,manhattan,2,40,kd_tree,0.7375978964674615,0.05176765745992849,0.7417460317460317,0.05302537696392922,0.7439784993014807,0.05143436116099006,0.7459673659673659,0.04930267210919833,0.743092833092833,0.05246652265665835,0.9199184262942028,0.012739627495531591
88,3f8d8c872ccf,2026-04-15 16:15:28,True,0.775079365079365,0.06246107379385164,1.0,0.002572298049926758,0.0412752628326416,1,distance,manhattan,2,40,kd_tree,0.7695396725435074,0.06496814460359468,0.775079365079365,0.06246107379385164,0.775255371702047,0.06446878932860518,0.7795896913543972,0.05761628413140252,0.7716642616642616,0.07035549230422625,0.8293070375679072,0.0525083953877665
89,8966eff97b59,2026-04-15 16:16:01,True,0.7646031746031746,0.06067895019049616,1.0,0.0020316123962402345,0.05238656997680664,17,distance,manhattan,2,40,kd_tree,0.7549260665599339,0.06170218949111012,0.7646031746031746,0.06067895019049616,0.7614097490900367,0.061718715690963905,0.7626216376216377,0.049416100646384103,0.762010582010582,0.06064830826287338,0.9207813622999957,0.012937984589239835
90,311d7fbc3726,2026-04-15 16:16:41,True,0.7473015873015874,0.07413497118861523,1.0,0.001964378356933594,0.04305620193481445,73,distance,manhattan,2,40,kd_tree,0.7445466943148102,0.07331030724940549,0.7473015873015874,0.07413497118861523,0.7513293345460357,0.07192946759779754,0.7611322011322011,0.08222612002084413,0.7451563251563252,0.07226555228484365,0.9209598285887106,0.021494661750709805
91,cf79bbc9dc30,2026-04-15 16:17:16,True,0.7415873015873016,0.05930350766748902,1.0,0.0016163349151611327,0.0365478515625,44,distance,manhattan,2,40,kd_tree,0.7374664565933482,0.05970644438455193,0.7415873015873016,0.05930350766748902,0.7448691930550784,0.057747084889733624,0.7491852591852591,0.061232166104874794,0.7396536796536796,0.05894388674679922,0.9190788145027275,0.020156697931919695
92,939f54b9a9a0,2026-04-15 16:17:47,True,0.7306349206349206,0.04686331529010561,1.0,0.0022751808166503905,0.039172935485839847,35,distance,manhattan,2,40,kd_tree,0.7249834502261818,0.045822442186830424,0.7306349206349206,0.04686331529010561,0.7320553997554867,0.04641789264641339,0.7347663447663447,0.04444136472227445,0.7297594997594998,0.046225521634819466,0.91540426682818,0.015164412254019797
93,d9663deb1b7a,2026-04-15 16:18:19,True,0.7528571428571429,0.08108858756016096,1.0,0.0015607833862304687,0.027843332290649413,50,distance,manhattan,2,40,kd_tree,0.7516746995129908,0.0819477862757152,0.7528571428571429,0.08108858756016096,0.7575985569848488,0.07925634381945879,0.7601350501350501,0.0809314285118092,0.7537277537277538,0.08235833590677508,0.918452033875947,0.02093257281815553
94,4be7b1c4b660,2026-04-15 16:18:45,True,0.763968253968254,0.07390862096508395,1.0,0.0016106605529785157,0.02038431167602539,48,distance,manhattan,2,40,kd_tree,0.7624968339003426,0.07396726332491212,0.763968253968254,0.07390862096508395,0.7676186126136001,0.07166942809949976,0.7708432308432307,0.06991077746204169,0.765949975949976,0.07325916256390617,0.9187062333801463,0.02081629547406488
95,1fddcd8e8996,2026-04-15 16:19:18,True,0.7473015873015874,0.05775378884520322,1.0,0.001970243453979492,0.03653883934020996,27,distance,manhattan,2,40,kd_tree,0.7433513314382879,0.05709018541101572,0.7473015873015874,0.05775378884520322,0.7487763267328484,0.0557944318425886,0.7501631701631701,0.05357287497160849,0.7497594997594998,0.0586114984360583,0.9179673839503032,0.012040174055549784
96,a715ec1b74a5,2026-04-15 16:19:45,True,0.7415873015873016,0.07534852253912096,1.0,0.0015058517456054688,0.033734464645385744,75,distance,manhattan,2,40,kd_tree,0.7378281738757816,0.0754200166004377,0.7415873015873016,0.07534852253912096,0.7453723731770961,0.07309212195465146,0.7546098346098347,0.08460732231492389,0.7377489177489178,0.07486779300814106,0.9207718684007503,0.022171142487156546
97,414d6f3d2d7c,2026-04-15 16:20:18,True,0.7812698412698413,0.06322682694276771,1.0,0.0016131401062011719,0.03410148620605469,10,distance,manhattan,2,30,kd_tree,0.7743450410359061,0.06755309113730887,0.7812698412698413,0.06322682694276771,0.7783948883303593,0.06621532000694169,0.787088467088467,0.05436407969481516,0.7803415103415103,0.06318453076599885,0.9162540264543371,0.017055356970118885
98,95dd286188a7,2026-04-15 16:20:52,True,0.7417460317460318,0.0682901343827836,1.0,0.0024212360382080077,0.039116191864013675,66,distance,manhattan,2,40,kd_tree,0.7387337229724271,0.06768803955631852,0.7417460317460318,0.0682901343827836,0.7460065592820839,0.06693402991448301,0.7508757908757909,0.0704858923530693,0.7396007696007696,0.06726628026423782,0.9198857016574408,0.022808132660037672
99,09224274ff1e,2026-04-15 16:21:21,True,0.7474603174603175,0.057128305025370835,1.0,0.0012069225311279296,0.03874845504760742,24,distance,manhattan,2,40,kd_tree,0.7400906872556157,0.054824899973711816,0.7474603174603175,0.057128305025370835,0.7470657101865228,0.05571961663796739,0.7462570762570762,0.04927814412436964,0.745949975949976,0.055596048118887395,0.9205893321079657,0.011933509286315442
