job_id,config_hash,timestamp,success,mean_score,std_score,mean_train_score,fit_time_mean,score_time_mean,kg_co2,energy_kwh,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,f1_macro_mean,f1_macro_std,f1_micro_mean,f1_micro_std,f1_weighted_mean,f1_weighted_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,roc_auc_ovr_mean,roc_auc_ovr_std,folds_completed,error_message
49,1559701da944,2026-07-31 12:56:52,False,,,,,,,,175,12,0.11,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
50,3caa91e8c6c7,2026-07-31 12:56:57,False,,,,,,,,150,5,0.27,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
51,65362b9d1684,2026-07-31 12:57:03,True,0.8100000000000002,0.024083189157584565,0.8099999999999999,0.03536214828491211,0.0647252082824707,1.9034176307669615e-07,2.940897286394196e-06,25,7,0.02,1.0,1.0,1,0,0.7061750735401464,0.04882752473288025,0.8100000000000002,0.024083189157584565,0.7759877201783404,0.034665492077833135,0.8935504960528251,0.01079656058201379,0.6833333333333332,0.040138648595974345,0.7990119047619049,0.028118649446799836,5,
52,65362b9d1684,2026-07-31 12:57:08,True,0.8100000000000002,0.024083189157584565,0.8099999999999999,0.049542570114135744,0.07022457122802735,1.7990780904175586e-07,2.779686280403076e-06,25,7,0.02,1.0,1.0,1,0,0.7061750735401464,0.04882752473288025,0.8100000000000002,0.024083189157584565,0.7759877201783404,0.034665492077833135,0.8935504960528251,0.01079656058201379,0.6833333333333332,0.040138648595974345,0.7990119047619049,0.028118649446799836,5,
53,3bbd104bdbe6,2026-07-31 12:57:14,True,0.8100000000000002,0.024083189157584565,0.8102499999999999,0.0229827880859375,0.04520282745361328,1.1653209116267724e-07,1.8004924675414915e-06,25,7,0.03,1.0,1.0,1,0,0.7061750735401464,0.04882752473288025,0.8100000000000002,0.024083189157584565,0.7759877201783404,0.034665492077833135,0.8935504960528251,0.01079656058201379,0.6833333333333332,0.040138648595974345,0.7991785714285713,0.029836463750937348,5,
54,496ce8838105,2026-07-31 12:57:19,False,,,,,,,,25,15,0.19,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
55,36bf049a24a8,2026-07-31 12:57:25,False,,,,,,,,200,11,0.02,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
56,92d4db237d44,2026-07-31 12:57:33,False,,,,,,,,250,10,0.01,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
57,b0ff1867992a,2026-07-31 12:57:39,False,,,,,,,,225,7,0.12,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
58,8b0900af785c,2026-07-31 12:57:47,False,,,,,,,,275,9,0.04,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
59,a6e4e50f1ac8,2026-07-31 12:57:52,True,0.8090000000000002,0.022671568097509243,0.82025,0.027436542510986327,0.06189374923706055,1.7229528386644503e-07,2.6620680852744624e-06,25,6,0.09,1.0,1.0,1,0,0.7087367071080558,0.04475756389130805,0.8090000000000002,0.022671568097509243,0.7770489352751524,0.03194793222530515,0.8764436192960277,0.017394056619907686,0.6854761904761905,0.03736957667369239,0.7835119047619048,0.03507186095488807,5,
60,eb5f075389ae,2026-07-31 12:57:59,True,0.807,0.026191601707417564,0.8305,0.2965409278869629,0.10197157859802246,6.438923530592981e-07,9.948532803487006e-06,300,4,0.02,1.0,1.0,1,0,0.7088738697828478,0.04811427332729946,0.807,0.026191601707417564,0.7764343822422506,0.034888691568098845,0.8622481077157031,0.041335715506172425,0.6859523809523809,0.039964553455278586,0.7863928571428572,0.03096262650943574,5,
61,e834b88b3cb7,2026-07-31 12:58:06,True,0.8100000000000002,0.024083189157584565,0.8099999999999999,0.17453393936157227,0.0871842384338379,3.885966738338285e-07,6.004057570482988e-06,175,3,0.02,1.0,1.0,1,0,0.7061750735401464,0.04882752473288025,0.8100000000000002,0.024083189157584565,0.7759877201783404,0.034665492077833135,0.8935504960528251,0.01079656058201379,0.6833333333333332,0.040138648595974345,0.7977738095238096,0.04141650412648271,5,
62,58d9ec67f433,2026-07-31 12:58:11,False,,,,,,,,175,3,0.14,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
63,e834b88b3cb7,2026-07-31 12:58:16,True,0.8100000000000002,0.024083189157584565,0.8099999999999999,0.06564650535583497,0.0629793643951416,2.403964940971884e-07,3.7142736608162513e-06,175,3,0.02,1.0,1.0,1,0,0.7061750735401464,0.04882752473288025,0.8100000000000002,0.024083189157584565,0.7759877201783404,0.034665492077833135,0.8935504960528251,0.01079656058201379,0.6833333333333332,0.040138648595974345,0.7977738095238096,0.04141650412648271,5,
64,e430c0824e05,2026-07-31 12:58:21,False,,,,,,,,25,7,0.24,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
65,a24db574f4a9,2026-07-31 12:58:26,False,,,,,,,,25,14,0.22,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
66,4859a522fd7e,2026-07-31 12:58:33,False,,,,,,,,175,13,0.05,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
67,cdb565ee98c4,2026-07-31 12:58:38,False,,,,,,,,100,3,0.28,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
68,ef978ce825c2,2026-07-31 12:58:43,False,,,,,,,,75,7,0.29,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
69,a052275ae03d,2026-07-31 12:58:48,False,,,,,,,,25,4,0.15,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
70,6382a3b9d518,2026-07-31 12:58:53,False,,,,,,,,50,5,0.08,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
71,ec03090fe62e,2026-07-31 12:58:58,False,,,,,,,,100,3,0.25,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
72,bc590396ca2a,2026-07-31 12:59:04,True,0.8100000000000002,0.024083189157584565,0.8099999999999999,0.0522709846496582,0.06342339515686035,2.0651055266532617e-07,3.190715028212216e-06,100,3,0.04,1.0,1.0,1,0,0.7061750735401464,0.04882752473288025,0.8100000000000002,0.024083189157584565,0.7759877201783404,0.034665492077833135,0.8935504960528251,0.01079656058201379,0.6833333333333332,0.040138648595974345,0.7958809523809525,0.04178567019398027,5,
73,bc590396ca2a,2026-07-31 12:59:09,True,0.8100000000000002,0.024083189157584565,0.8099999999999999,0.05324912071228027,0.06732182502746582,2.3171880836618013e-07,3.5801980801029385e-06,100,3,0.04,1.0,1.0,1,0,0.7061750735401464,0.04882752473288025,0.8100000000000002,0.024083189157584565,0.7759877201783404,0.034665492077833135,0.8935504960528251,0.01079656058201379,0.6833333333333332,0.040138648595974345,0.7958809523809525,0.04178567019398027,5,
74,c22c2c0c4edf,2026-07-31 12:59:15,False,,,,,,,,200,3,0.21,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
75,35708b01511d,2026-07-31 12:59:20,False,,,,,,,,250,7,0.16,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
76,1782c7a4aa3e,2026-07-31 12:59:26,False,,,,,,,,125,10,0.18,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
77,6b961f5d337d,2026-07-31 12:59:31,False,,,,,,,,25,8,0.13,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
78,6594796af8f5,2026-07-31 12:59:38,False,,,,,,,,225,9,0.3,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
79,861829542e5c,2026-07-31 12:59:44,False,,,,,,,,275,6,0.1,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
80,a86ae907f17e,2026-07-31 12:59:50,False,,,,,,,,100,12,0.02,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
81,bc590396ca2a,2026-07-31 12:59:56,True,0.8100000000000002,0.024083189157584565,0.8099999999999999,0.09074311256408692,0.10194940567016601,3.111518271544699e-07,4.807487066127788e-06,100,3,0.04,1.0,1.0,1,0,0.7061750735401464,0.04882752473288025,0.8100000000000002,0.024083189157584565,0.7759877201783404,0.034665492077833135,0.8935504960528251,0.01079656058201379,0.6833333333333332,0.040138648595974345,0.7958809523809525,0.04178567019398027,5,
82,bc590396ca2a,2026-07-31 13:00:02,True,0.8100000000000002,0.024083189157584565,0.8099999999999999,0.16723232269287108,0.08421378135681153,3.4765192187285956e-07,5.371435974529937e-06,100,3,0.04,1.0,1.0,1,0,0.7061750735401464,0.04882752473288025,0.8100000000000002,0.024083189157584565,0.7759877201783404,0.034665492077833135,0.8935504960528251,0.01079656058201379,0.6833333333333332,0.040138648595974345,0.7958809523809525,0.04178567019398027,5,
83,023a18a2a885,2026-07-31 13:00:08,False,,,,,,,,100,3,0.26,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
84,1ca347730836,2026-07-31 13:00:13,False,,,,,,,,150,7,0.23,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
85,9bb9f1ff3fed,2026-07-31 13:00:19,True,0.8080000000000002,0.02379075450674062,0.8320000000000001,0.058167219161987305,0.06769261360168458,2.2209611683441425e-07,3.431521578655509e-06,25,11,0.03,1.0,1.0,1,0,0.7051241795931673,0.04859768703128747,0.8080000000000002,0.02379075450674062,0.7747304808475289,0.034397600734649675,0.8817870488532294,0.017441744289626644,0.6828571428571429,0.040072213726286346,0.8129761904761905,0.03310679825508573,5,
86,7efe2334cb81,2026-07-31 13:00:24,True,0.808,0.024207436873820386,0.8262499999999999,0.03819451332092285,0.0687288761138916,1.865153784021921e-07,2.8817772902144036e-06,25,7,0.07,1.0,1.0,1,0,0.7064868748733633,0.047466085929860416,0.808,0.024207436873820386,0.7754781392624303,0.033898397933006884,0.8772697744493341,0.02635252259635462,0.6838095238095239,0.03925756567319266,0.7871785714285714,0.03652794568993078,5,
87,b73b561fc646,2026-07-31 13:00:30,False,,,,,,,,100,15,0.17,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
88,b89c743c8566,2026-07-31 13:00:35,False,,,,,,,,25,4,0.2,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
89,4039669eea2b,2026-07-31 13:00:42,False,,,,,,,,175,13,0.04,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
90,b0e421c54381,2026-07-31 13:00:47,True,0.8100000000000002,0.024083189157584565,0.8099999999999999,0.05295562744140625,0.08217358589172363,2.213838744059209e-07,3.4205169951560544e-06,75,3,0.02,1.0,1.0,1,0,0.7061750735401464,0.04882752473288025,0.8100000000000002,0.024083189157584565,0.7759877201783404,0.034665492077833135,0.8935504960528251,0.01079656058201379,0.6833333333333332,0.040138648595974345,0.8095714285714285,0.02344767900653818,5,
91,a35829cc7b8f,2026-07-31 13:00:54,False,,,,,,,,300,4,0.03,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
92,bd8c886cdc66,2026-07-31 13:00:59,True,0.8100000000000002,0.024083189157584565,0.8099999999999999,0.0400029182434082,0.06305551528930664,1.7376585118139754e-07,2.684789254586429e-06,50,4,0.03,1.0,1.0,1,0,0.7061750735401464,0.04882752473288025,0.8100000000000002,0.024083189157584565,0.7759877201783404,0.034665492077833135,0.8935504960528251,0.01079656058201379,0.6833333333333332,0.040138648595974345,0.8018452380952381,0.02760364923786649,5,
93,54842b8f44e4,2026-07-31 13:01:05,True,0.8100000000000002,0.024083189157584565,0.8099999999999999,0.04032487869262695,0.06853308677673339,1.8494882105495892e-07,2.857573015876551e-06,50,4,0.06,1.0,1.0,1,0,0.7061750735401464,0.04882752473288025,0.8100000000000002,0.024083189157584565,0.7759877201783404,0.034665492077833135,0.8935504960528251,0.01079656058201379,0.6833333333333332,0.040138648595974345,0.7941071428571428,0.03855939333105432,5,
94,7b0313fa6951,2026-07-31 13:01:11,True,0.8100000000000002,0.024083189157584565,0.8130000000000001,0.0763920783996582,0.08322739601135254,2.672136171799776e-07,4.128614703098682e-06,50,7,0.02,1.0,1.0,1,0,0.7071498675726418,0.04911661303622421,0.8100000000000002,0.024083189157584565,0.7765133106331887,0.034811119068511906,0.8898830222836563,0.012498508228922761,0.6842857142857142,0.04038084007172165,0.7966547619047619,0.03192273392181636,5,
95,dbb87dc448b1,2026-07-31 13:01:17,False,,,,,,,,50,14,0.11,1.0,1.0,1,0,,,,,,,,,,,,,0,pruned by HyperbandPruner
96,fe2cecb1b2e1,2026-07-31 13:01:22,True,0.8100000000000002,0.024083189157584565,0.8099999999999999,0.02112302780151367,0.06476836204528809,1.4369600488481555e-07,2.2201916384538325e-06,25,3,0.03,1.0,1.0,1,0,0.7061750735401464,0.04882752473288025,0.8100000000000002,0.024083189157584565,0.7759877201783404,0.034665492077833135,0.8935504960528251,0.01079656058201379,0.6833333333333332,0.040138648595974345,0.8057023809523809,0.023206207385621836,5,
