job_id,config_hash,timestamp,success,mean_score,std_score,mean_train_score,fit_time_mean,score_time_mean,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,f1_macro_mean,f1_macro_std,f1_micro_mean,f1_micro_std,f1_weighted_mean,f1_weighted_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std
0,82ff44289965,2026-04-14 18:08:08,True,0.8437087552357013,0.0020888881201909398,0.8440312093618123,2.4975064277648924,0.14193062782287597,275,4,2,9,sqrt,0.7471452881719232,0.004233359902575495,0.8437087552357013,0.0020888881201909398,0.8281443948937426,0.002582870335042066,0.8252065444308915,0.00503672073233197,0.7157201891133479,0.004440557546379058
1,b072057a7594,2026-04-14 18:08:13,True,0.8456436729640322,0.0029755509810385577,0.8471023639841301,0.849474287033081,0.06509604454040527,100,5,5,3,log2,0.7551587085416243,0.005137119238781333,0.8456436729640322,0.0029755509810385577,0.832314784231843,0.003362906503535632,0.8210942331897234,0.0063730280848601426,0.7254847222122249,0.005051525125883733
2,b0fd95976ffa,2026-04-14 18:08:15,True,0.8297040157070097,0.0067147351822719244,0.8302187273596925,0.2040713310241699,0.021435546875,25,3,4,7,sqrt,0.6916070066135412,0.024898873639048125,0.8297040157070097,0.0067147351822719244,0.7985493621732985,0.013495646530248127,0.8584761914524254,0.01771765755994692,0.6613841762038495,0.021338491993963173
3,d71c417d7040,2026-04-14 18:08:35,True,0.8555020793793249,0.0033134065836439067,0.8577132220598621,3.155968952178955,0.19235730171203613,225,12,2,7,log2,0.7765376739585034,0.00585495033869742,0.8555020793793249,0.0033134065836439067,0.8453969352029544,0.00384418873824837,0.8300820462515655,0.004887862951889125,0.7485231237931324,0.005907810235666981
4,ae6d2e33e781,2026-04-14 18:08:44,True,0.8565769943763956,0.0034139697248025042,0.8608150874443486,1.4617308139801026,0.10929112434387207,100,10,10,1,sqrt,0.778000650030405,0.006274065954206462,0.8565769943763956,0.0034139697248025042,0.8464648762546535,0.004057278925729925,0.8323509011269007,0.004704054633609337,0.7496665016783599,0.006544133365696909
5,737f79583c43,2026-04-14 18:09:13,True,0.8544579052064082,0.0032000691582305674,0.8561162193925208,4.374509477615357,0.2872776031494141,300,9,12,9,sqrt,0.7749952432387044,0.005797475999857642,0.8544579052064082,0.0032000691582305674,0.8443091748574162,0.0037695814828714487,0.8280707989960037,0.004597074964990575,0.7472258984948746,0.005982243001356154
6,29690f53beca,2026-04-14 18:09:25,True,0.8571297727734853,0.002608206029878013,0.8634255703176296,1.9883580207824707,0.12791147232055664,100,15,12,4,sqrt,0.7802100244031321,0.004712129726823913,0.8571297727734853,0.002608206029878013,0.8476111739710058,0.0030648428309240166,0.8311552343920505,0.0037176352416412512,0.7527735549379492,0.004928132030455951
7,c74bda2b1be2,2026-04-14 18:09:35,True,0.8371363774058385,0.0016341643548682355,0.8382651188914145,1.4189252853393555,0.08978958129882812,175,4,13,12,log2,0.7246539373870454,0.00765991271386306,0.8371363774058385,0.0016341643548682355,0.8158751212216462,0.003928279464442521,0.8319815901006876,0.005841510841241897,0.6918831116093804,0.008136355298446906
8,6408de14f173,2026-04-14 18:09:37,True,0.855594155669006,0.0036718566417026314,0.8603390561876253,0.3982244491577148,0.05235080718994141,25,14,16,4,log2,0.7772172271880194,0.006439751672996308,0.855594155669006,0.0036718566417026314,0.8457155550341959,0.004238716262447063,0.8293665269802377,0.005370455555642403,0.7495851452528515,0.00646501990074239
9,208c9443e787,2026-04-14 18:09:42,True,0.8541507893304301,0.0035574027605224322,0.8553945020384471,0.7219210624694824,0.06134500503540039,50,11,11,12,sqrt,0.7750144099617913,0.006001761736976829,0.8541507893304301,0.0035574027605224322,0.8441835057557737,0.004017190606879411,0.8267425020140852,0.005536267574906003,0.7476332780972939,0.005788671056782018
10,086fefb0ec11,2026-04-14 18:10:01,True,0.8350172505112624,0.0036843138128052435,0.8363379768571667,3.074694108963013,0.17169623374938964,300,4,3,8,log2,0.7158626393230213,0.013875758677211818,0.8350172505112624,0.0036843138128052435,0.8112290841539403,0.00744365136424971,0.8373040047286135,0.007753373675030967,0.683302509707033,0.013461746584963076
11,bafb89961d23,2026-04-14 18:10:07,True,0.8561469906529787,0.002986128529886877,0.8631338115923656,0.8592006206512451,0.07316946983337402,50,16,9,4,log2,0.7790465987042409,0.005022839257424066,0.8561469906529787,0.002986128529886877,0.8467049459503342,0.0033453431753082867,0.8288761633629458,0.0050402413056914236,0.7520394110372063,0.005068159007569449
12,65c9515e1220,2026-04-14 18:10:17,True,0.8557785015868848,0.003537595721204918,0.8571911252494001,1.6247449398040772,0.11427645683288574,125,10,13,6,log2,0.776453075590508,0.005966678749654996,0.8557785015868848,0.003537595721204918,0.8454826491595838,0.003985410847765334,0.8314505001644859,0.005816581007046476,0.7480085416492239,0.005807874318118995
13,1fdbd8cc2c9d,2026-04-14 18:10:28,True,0.8497897608676052,0.0045811697455853655,0.8510948747790852,1.717053270339966,0.09851202964782715,150,6,10,3,sqrt,0.767306758220581,0.007756963507030558,0.8497897608676052,0.0045811697455853655,0.8391223018303672,0.005177150234814848,0.8202649816132208,0.007384607268351922,0.7400587556162639,0.007470472045422039
14,4cdf13d431f5,2026-04-14 18:10:50,True,0.8559013375630142,0.003608263673546681,0.8590184598120365,3.3664777755737303,0.22750625610351563,225,14,9,6,log2,0.7774193903344815,0.006150685628853706,0.8559013375630142,0.003608263673546681,0.8459321246824271,0.004084810144990007,0.8304053615992775,0.00591092220262815,0.7495262793760323,0.006140769311079703
15,9c7adad2c1da,2026-04-14 18:11:03,True,0.8527380977979782,0.003753751682388622,0.8534903764220388,2.1420249938964844,0.12119846343994141,175,7,9,11,sqrt,0.7730356866298251,0.006206917217925833,0.8527380977979782,0.003753751682388622,0.8427556452050926,0.004170766326937767,0.8239338878975445,0.0063755855526676595,0.7460495414960431,0.006085287530550597
16,df50439599a7,2026-04-14 18:11:12,True,0.8551335525886424,0.00363149523196431,0.8568379385151383,1.446540355682373,0.10367288589477539,100,16,3,11,log2,0.7763433876535439,0.0063708923678217205,0.8551335525886424,0.00363149523196431,0.8451564669161454,0.004194724397696553,0.8288007136406691,0.00536865450268838,0.7486723867506498,0.006404783029148096
17,a4d05257ed1a,2026-04-14 18:11:20,True,0.8405761949923626,0.0017665271234601156,0.8414514222180782,1.1503330707550048,0.06324577331542969,125,4,8,11,sqrt,0.7346621373419383,0.00783853279053881,0.8405761949923626,0.0017665271234601156,0.8215518771974522,0.003977457250857797,0.8319851265930162,0.008127339092564082,0.7018584404747067,0.008959203156492148
18,809b3f5f6604,2026-04-14 18:11:45,True,0.8540893595534313,0.003328946102135559,0.8554866301983515,4.009215068817139,0.22249722480773926,275,10,14,15,sqrt,0.7742780150038446,0.005859934412505482,0.8540893595534313,0.003328946102135559,0.8438547809436929,0.003855473500059999,0.8276320224444678,0.004923883427435495,0.7464606736668938,0.005862238481233093
19,b54b38947f84,2026-04-14 18:11:52,True,0.846350042308126,0.0030862195146568617,0.847516970768943,1.199899673461914,0.07699246406555176,125,5,9,9,log2,0.7555080702302199,0.003999203684294226,0.846350042308126,0.0030862195146568617,0.8327612964590287,0.0029464241531097913,0.8238158321660066,0.008121995293784814,0.7252527018808415,0.003204124498650989
20,65012fc6b3ed,2026-04-14 18:12:14,True,0.8546729117836902,0.0035419668167506815,0.8562237103024417,3.441461944580078,0.20216097831726074,250,9,13,8,sqrt,0.7752671461997174,0.006198445248044926,0.8546729117836902,0.0035419668167506815,0.8445145533389293,0.004086315142224488,0.8285527498416769,0.005300319925778001,0.7474110332283799,0.0062092780735610136
21,44fb74d008b6,2026-04-14 18:12:35,True,0.856576989660822,0.0031884568199069953,0.8603237025750847,3.318133592605591,0.18231563568115233,225,10,4,2,sqrt,0.778081928557287,0.005809363479938648,0.856576989660822,0.0031884568199069953,0.8464983580644041,0.0037683227111650398,0.832229887549566,0.004509125358972472,0.7497970673028534,0.006020075135121007
22,bca0eabc55fb,2026-04-14 18:12:42,True,0.8542429174914206,0.0035537110316903203,0.8557323280859933,1.1705045700073242,0.07582039833068847,75,13,7,14,sqrt,0.7751883859508354,0.006153332023787095,0.8542429174914206,0.0035537110316903203,0.8442947828102408,0.004075023689022737,0.8268493463911852,0.005298641955000849,0.7478245639806722,0.006094252725750419
23,f7cb942a9566,2026-04-14 18:12:57,True,0.8545807458981111,0.0033354300656869033,0.8560701517754812,2.393271636962891,0.1385885238647461,175,9,16,9,sqrt,0.7753612534656834,0.0060123432200240015,0.8545807458981111,0.0033354300656869033,0.8445127293662192,0.003916337105164844,0.8280098526969365,0.004795894374013613,0.7476986641061594,0.006189604787707886
24,4377685ac360,2026-04-14 18:13:24,True,0.8550107071813657,0.003263156223364797,0.8570682766003364,4.143394088745117,0.2618692398071289,275,14,5,9,log2,0.776203560529832,0.005878060369033907,0.8550107071813657,0.003263156223364797,0.8450454851142106,0.0038319329472205617,0.8285041194950262,0.004621151711076798,0.7485914806017824,0.006039708010620644
25,81478eba9ddb,2026-04-14 18:13:28,True,0.8525845257132684,0.003721533024719409,0.8542428036540095,0.5676374912261963,0.044321966171264646,50,7,15,6,log2,0.7704760819996869,0.006248423430747372,0.8525845257132684,0.003721533024719409,0.8416374467461709,0.004149448432698552,0.8273111542408227,0.007223611927964092,0.7419429601232166,0.006241637039045287
26,088c1fec14bd,2026-04-14 18:13:31,True,0.8557477183225686,0.0033337029463879385,0.8600626546119896,0.44487614631652833,0.042071199417114256,25,14,10,6,sqrt,0.7780793443648617,0.0053503583320194765,0.8557477183225686,0.0033337029463879385,0.8461350296964799,0.0036314855978232686,0.8287351228461308,0.005972925934838735,0.7508621002095913,0.005153446692002713
