job_id,config_hash,timestamp,success,mean_score,std_score,mean_train_score,fit_time_mean,score_time_mean,alpha,tol,max_iter,fit_intercept,solver,neg_mean_squared_error_mean,neg_mean_squared_error_std,neg_mean_absolute_error_mean,neg_mean_absolute_error_std,neg_root_mean_squared_error_mean,neg_root_mean_squared_error_std
53,07123de39e3f,2026-04-15 13:10:07,True,0.27854884261949503,0.03092984674550147,0.2881470266071161,0.003153419494628906,0.0037565708160400392,0.3,0.0001,100,True,lsqr,-0.16215799040515066,0.008321318756588893,-0.33567096285700054,0.006738462619739763,-0.40255445759390057,0.010387448023029388
54,3dffb7541c4d,2026-04-15 13:10:07,True,0.19361212423997923,0.016765721075302952,0.20093384901673633,0.0017109394073486328,0.0031996250152587892,9.45,0.001,100,False,auto,-0.18123813239941217,0.006146710153456879,-0.386214487755507,0.003323614042259132,-0.4256599162021688,0.007195007864818004
55,597065938278,2026-04-15 13:10:07,True,0.1935541739791237,0.01676520092445054,0.2009426346319759,0.0017244815826416016,0.003104543685913086,3.3,0.001,100,False,cholesky,-0.1812512394976743,0.006149524019998679,-0.38619609769568053,0.0033089838517616544,-0.4256752674743164,0.007197649501293807
56,321e6b790814,2026-04-15 13:10:07,True,0.19360701914761963,0.016765537651688454,0.20093502935571114,0.0015566349029541016,0.0019345283508300781,8.85,0.001,300,False,svd,-0.18123928781380563,0.006146962089894418,-0.3862127358062925,0.0033222001100252107,-0.4256612694318217,0.007195242837858265
57,70dd9e51f927,2026-04-15 13:10:07,True,0.27859907494861574,0.0309760977028618,0.2881422212652904,0.0022948265075683595,0.002509593963623047,3.75,0.001,100,True,sparse_cg,-0.16214681389110677,0.008331082119722335,-0.33570980365709924,0.006775413911974074,-0.4025402285465046,0.010400879426020042
58,5d8460cb45d6,2026-04-15 13:10:07,True,0.2785629955118753,0.030942022889121935,0.2881465474593615,0.0012372970581054688,0.0019565105438232424,1.2,0.01,300,True,auto,-0.16215484017378923,0.008323897824917211,-0.3356807686960343,0.006748086108187782,-0.40255045293722136,0.010391006391450392
59,ef704c25258e,2026-04-15 13:10:07,True,0.2786591160128369,0.031048078236641883,0.28811925858064386,0.0010951995849609376,0.0019120216369628907,9.3,0.01,500,True,auto,-0.1621334797848507,0.008346108311120395,-0.3357746383080497,0.006832696257806838,-0.4025231362965121,0.010421349762399819
60,e98dfb294dc4,2026-04-15 13:10:07,True,0.2786642325462641,0.031055678509055575,0.2881157818587881,0.001654338836669922,0.0023097991943359375,9.9,0.0001,100,True,sparse_cg,-0.16213234567257756,0.00834768351172366,-0.3357815065491375,0.006838529238801931,-0.40252167232738884,0.010423482112028804
61,072bc7d9e6ef,2026-04-15 13:10:07,True,0.19353299177277689,0.016765740341049353,0.2009437349445858,0.0010039806365966797,0.002001047134399414,1.35,0.01,100,False,auto,-0.18125602654383796,0.006150533484361498,-0.38619005722765926,0.003304287805928163,-0.4256808741539143,0.0071986056564647
62,c0d0d221fde4,2026-04-15 13:10:07,True,0.27214743878335457,0.03356844181370336,0.2795411428336794,0.0018077850341796874,0.002210712432861328,4.8,0.01,500,True,sparse_cg,-0.16359709999140346,0.008827946942181551,-0.33828103721759506,0.008175594874060985,-0.4043221512835333,0.010986262915981523
