job_id,config_hash,timestamp,success,mean_score,std_score,mean_train_score,fit_time_mean,score_time_mean,n_estimators,max_depth,learning_rate,subsample,neg_mean_squared_error_mean,neg_mean_squared_error_std,neg_mean_absolute_error_mean,neg_mean_absolute_error_std,neg_root_mean_squared_error_mean,neg_root_mean_squared_error_std
46,7cbb584869ce,2026-04-15 14:20:36,True,0.8299253032753178,0.007619825745557073,0.990546966412215,41.92051420211792,0.05177311897277832,275,7,0.27,1.0,-0.22632989979622434,0.008688704316298172,-0.3114257689144543,0.006027927153274888,-0.4756537446647472,0.009133180312897548
47,37dcc646467a,2026-04-15 14:21:57,True,0.8325597821405083,0.005705171033135896,0.9978832628751968,15.896474504470826,0.06610946655273438,225,12,0.07,0.6,-0.22284460411304924,0.006465444300760163,-0.30274528405326306,0.005210341381996651,-0.4720138149956144,0.0068965619213578345
48,dbec1db9081b,2026-04-15 14:23:54,True,0.8102457121060315,0.008433148624599122,0.9999190066597874,23.07473177909851,0.07122631072998047,150,15,0.06,0.9,-0.2525572380529099,0.010646469811046966,-0.3211001409760742,0.007309047907972479,-0.5024358683505534,0.010744126196916459
49,d30d1a445adc,2026-04-15 14:24:33,True,0.8222449394433365,0.00963197013447132,0.8677866784501586,7.686012315750122,0.014275789260864258,225,3,0.2,0.75,-0.23659291542657793,0.012541154115296686,-0.3286455369849122,0.007987508480453674,-0.48623503494315806,0.01297714222792306
50,5aadccbe635e,2026-04-15 14:25:14,True,0.7789445585586374,0.010054604470591593,0.7939448144306003,8.146249723434448,0.013022947311401366,200,3,0.04,0.75,-0.29424980755756575,0.013449875835425984,-0.3768426761327768,0.007137566022128956,-0.5423052670242187,0.012442062343386092
51,ae83292b68e3,2026-04-15 14:25:45,True,0.7680907586459798,0.008853039472000149,0.8034348247606727,6.089226770401001,0.013896846771240234,125,6,0.02,0.65,-0.3086831983232322,0.011499660235343063,-0.3941822960545773,0.005909492360687186,-0.5554947155538843,0.010431649674976043
52,3871e8ebebf8,2026-04-15 14:26:57,True,0.8007956251622976,0.009645644799108271,0.8271225349455289,14.376858377456665,0.02093791961669922,250,4,0.03,0.85,-0.2651381767242588,0.012386948653097316,-0.35308026966074835,0.006751784195505125,-0.5147730630565783,0.012119004728393348
53,8809e6d7596e,2026-04-15 14:27:22,True,0.7982984053970695,0.010536738664599015,0.9978340190495893,4.9123002052307125,0.022303676605224608,50,15,0.18,0.6,-0.268405828878557,0.012407804160199295,-0.3367408360450294,0.008792198046640685,-0.5179367377559642,0.012139380596497697
54,af9f19928ff6,2026-04-15 14:28:26,True,0.8102907741286659,0.008603371961461326,0.9993971253483508,12.53103084564209,0.03398046493530273,75,13,0.16,0.9,-0.2524901850383429,0.010752256953103768,-0.3229979813979121,0.005849292867348899,-0.5023679042491822,0.010801565563725262
55,dbd429bb61f2,2026-04-15 14:28:57,True,0.8353154293735029,0.007553093552579682,0.9394610053306078,6.247706604003906,0.009925651550292968,75,7,0.17,0.95,-0.2191273748233363,0.007971031205361719,-0.3086416434562206,0.004707683328716996,-0.46803244023656837,0.008544571934236066
56,9be21ed2b9b5,2026-04-15 14:30:08,True,0.8276792344406878,0.005181587963690911,0.9676320861911769,13.983518934249878,0.02099885940551758,175,6,0.3,0.9,-0.2293880196758349,0.007273495466314658,-0.31565019733274596,0.004570048243835969,-0.47888403716757466,0.007622245202026979
57,ae5df2bcd4a9,2026-04-15 14:37:39,True,0.825539767114579,0.005951242641740677,0.9999521688468388,88.79225325584412,0.3500924587249756,300,14,0.07,0.7,-0.23218720754187278,0.0067181244108739996,-0.3088818111735897,0.004847924411375394,-0.4818070779436625,0.007010505349994166
58,5a2db49742fd,2026-04-15 14:43:39,True,0.8089024028930722,0.004400620669298948,0.99998465724066,70.96633791923523,0.19035811424255372,175,13,0.21,0.75,-0.2543437887186116,0.004601673019499177,-0.32738237793127484,0.0035386381362159103,-0.5043043822582631,0.004569327491350055
59,9364c74ba5da,2026-04-15 14:46:50,True,0.8195564364569818,0.010815966862522996,0.9987272267761007,37.6409610748291,0.12702655792236328,200,11,0.15,0.55,-0.240048030166715,0.011697702084512504,-0.3210287824445623,0.006096293871959872,-0.4898023804996482,0.011902026028908464
60,a6143028c148,2026-04-15 14:47:52,True,0.7845501736551723,0.008880644260533116,0.8235924473411249,12.184806394577027,0.027243280410766603,100,6,0.03,0.75,-0.28676034389280064,0.011217734285222847,-0.3732832259279406,0.005406950450458246,-0.53539596581867,0.010559530192873952
61,4366dfb846bd,2026-04-15 14:48:17,True,0.8105679563584463,0.006337464683325519,0.9790728831025424,4.876721477508545,0.02164802551269531,25,12,0.18,0.65,-0.2521534583008564,0.008489693082564805,-0.3270723555435108,0.008328574383916074,-0.5020773635294743,0.0084722684181098
62,0ff33dde2b5b,2026-04-15 14:50:19,True,0.7693626967077589,0.008810531898926569,0.8032679629645081,24.184426307678223,0.06240973472595215,250,6,0.01,0.55,-0.30697752619151986,0.011096918346331487,-0.3935173578757561,0.005161076335349795,-0.5539634203600261,0.010102232156351917
63,803163ac91b6,2026-04-15 14:55:33,True,0.8346983789681588,0.007815741641259312,0.9943910527834546,61.73367280960083,0.20892210006713868,300,13,0.02,0.65,-0.21997675905427116,0.009096458473949067,-0.29994706702480906,0.006135910425045148,-0.4689148980487067,0.00977637162970964
64,4ced434be610,2026-04-15 14:55:48,True,0.7925149246209495,0.011641301184824277,0.8165132279567962,2.989847707748413,0.008526611328125,50,3,0.28,0.75,-0.27621356703178734,0.016085043944390913,-0.3632160213087508,0.009750038743712705,-0.5253346199811295,0.01539818434327398
65,b4f58c63ebfe,2026-04-15 14:56:33,True,0.8240617183173999,0.007141714927258031,0.9706525762336629,8.741261005401611,0.02998948097229004,50,11,0.08,0.7,-0.23417213349506621,0.009042968945710021,-0.31505666288438106,0.005631694812816895,-0.48382223196952845,0.009390492377398753
66,2fd1dfeeb2e1,2026-04-15 15:01:34,True,0.8387071889437726,0.008263710006167409,0.9951393666590818,59.773078536987306,0.12339367866516113,275,10,0.07,0.9,-0.21460349017794084,0.008938419667737394,-0.2969637858894269,0.005327387796405899,-0.4631523636979916,0.009663238530850342
67,79eef7af139a,2026-04-15 15:03:34,True,0.7864912936422528,0.00663907054977353,0.9999817703659826,23.55826654434204,0.06451315879821777,75,14,0.3,0.95,-0.2842312825227859,0.009793698781896688,-0.3425153192546725,0.006538810743798771,-0.5330534702037537,0.009234740197843781
68,3196254eed3b,2026-04-15 15:07:52,True,0.841368831907452,0.008525808139450898,0.9953609552115127,51.16554322242737,0.11772012710571289,250,10,0.08,0.85,-0.21111590361993926,0.010600018788797013,-0.29591546914968636,0.0071924350124487795,-0.4593242929667379,0.01170886461385718
69,0afca6297def,2026-04-15 15:09:06,True,0.8245756072369262,0.008007491912366025,0.8796944243080101,14.65418791770935,0.04293045997619629,175,6,0.04,0.55,-0.23347821549574244,0.010023858509743393,-0.3238782584070034,0.006507833893478128,-0.4830821329250258,0.01048181016571987
70,d18e44888118,2026-04-15 15:13:08,True,0.841829788339256,0.0071058092983597295,0.9951267135614283,47.7235032081604,0.10929207801818848,275,9,0.12,0.8,-0.21051037134933379,0.008716269887632072,-0.2969842520323118,0.006290731459596993,-0.4587150029771987,0.009535061245863539
71,ff1d29195383,2026-04-15 15:14:55,True,0.7823083458361253,0.007030440416900563,0.9982239729534369,21.07798891067505,0.08623452186584472,175,10,0.28,0.5,-0.28977461712667274,0.009487479448938584,-0.36214953410495915,0.006562005922402179,-0.5382347947698951,0.00882739064965587
72,99a730897b55,2026-04-15 15:18:43,True,0.79862288997881,0.009776802198187594,0.9999988605372151,44.67498731613159,0.17390146255493164,275,13,0.21,0.55,-0.26796838485848873,0.011136926235830022,-0.3403696480054365,0.0067018496852978135,-0.5175424635871319,0.010871211645951595
73,849b55dc8cbc,2026-04-15 15:19:02,True,0.817395978559377,0.009043903627166174,0.9488375583623538,3.8146188735961912,0.013311195373535156,25,9,0.24,0.75,-0.24301876154156177,0.010964027797167932,-0.3238863164082916,0.005913057551911938,-0.4928431257309801,0.011154145475073523
