job_id,config_hash,timestamp,success,mean_score,std_score,mean_train_score,fit_time_mean,score_time_mean,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,f1_macro_mean,f1_macro_std,f1_micro_mean,f1_micro_std,f1_weighted_mean,f1_weighted_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,roc_auc_ovr_mean,roc_auc_ovr_std
0,f2956f925696,2026-04-14 11:29:15,True,0.9699290780141844,0.00275045665669012,1.0,0.43169469833374025,0.050701332092285153,250,5,0.24,1.0,1.0,1,0,0.968408318997467,0.002980832804240957,0.9699290780141844,0.00275045665669012,0.969943280372085,0.002791385643944523,0.9679093329432433,0.001900009530742614,0.9690412140599216,0.004372075823113896,0.9981550227716616,0.0005767446500501611
1,fffabb6da5e3,2026-04-14 11:29:16,True,0.9696453900709219,0.00342781446059421,1.0,0.19310917854309081,0.04021806716918945,125,4,0.2,1.0,1.0,1,0,0.9681161693284286,0.0036523132905626784,0.9696453900709219,0.00342781446059421,0.9696624937946228,0.003445840346578269,0.9676024290244569,0.0034417347445271514,0.9688116017945501,0.004710573526404618,0.9980449566119454,0.0006030856379410565
2,a9904074d903,2026-04-14 11:29:19,True,0.9682269503546099,0.0038689877154569857,1.0,0.5507773876190185,0.044961166381835935,300,11,0.19,1.0,1.0,1,0,0.9665936322097239,0.004191831689631655,0.9682269503546099,0.0038689877154569857,0.9682282668245052,0.003930371357943413,0.9664179879571455,0.002481665146330191,0.9669928803983183,0.006229891844907139,0.9980246740341687,0.0005658576485888706
3,a184b1a10c17,2026-04-14 11:29:20,True,0.9665248226950354,0.004539007092198557,0.9992198581560283,0.10028109550476075,0.040284013748168944,25,15,0.07,1.0,1.0,1,0,0.9647088776190703,0.004913048093660627,0.9665248226950354,0.004539007092198557,0.9664805062611895,0.004604440860363779,0.965886205263794,0.00390964640665612,0.9638767577954438,0.006762908250555816,0.9976041725029952,0.0009303925268867357
4,b283cab9fc0f,2026-04-14 11:29:23,True,0.9676595744680851,0.005026963162175677,1.0,0.34064784049987795,0.04622645378112793,150,14,0.21,1.0,1.0,1,0,0.9660125301599353,0.005349763885691274,0.9676595744680851,0.005026963162175677,0.9676694326565904,0.005050878006187106,0.9657284239817093,0.005017115260404699,0.9665264805894583,0.006434756599888792,0.9980771276659925,0.0005663590223358264
5,ea46c7a725c0,2026-04-14 11:29:25,True,0.9713475177304964,0.002084672121517601,0.9936170212765958,0.280670166015625,0.04351329803466797,125,3,0.07,1.0,1.0,1,0,0.9698449111779948,0.002305795982180166,0.9713475177304964,0.002084672121517601,0.9713342178921225,0.002145325364671939,0.9702502888995064,0.0010407930580478527,0.9696839212651434,0.004437195990579214,0.9983023250443237,0.0005340374208724861
6,0339372f1d0d,2026-04-14 11:29:26,True,0.9670921985815604,0.005841492278574162,1.0,0.22705745697021484,0.039279508590698245,75,8,0.06,1.0,1.0,1,0,0.965396072696835,0.006208231756483148,0.9670921985815604,0.005841492278574162,0.9670917034436839,0.00587582013302528,0.9652852418543931,0.005342329326179273,0.9656680860278609,0.007501906430018774,0.9979349820551807,0.0005749087972477236
7,8a356ef5f0ce,2026-04-14 11:29:27,True,0.9685106382978723,0.005184586349644566,1.0,0.11493277549743652,0.037818098068237306,25,13,0.14,1.0,1.0,1,0,0.9669194304703085,0.0054685994960918805,0.9685106382978723,0.005184586349644566,0.9685265151864453,0.005189287772299862,0.9665044127781751,0.005562555157494207,0.9674865594401794,0.005874756161398904,0.9980009417659943,0.0006366053652573575
8,14dc394c5db4,2026-04-14 11:29:29,True,0.9702127659574467,0.0031076457163413725,1.0,0.2795961856842041,0.03794054985046387,175,9,0.29,1.0,1.0,1,0,0.9687204957281829,0.0033157970353977365,0.9702127659574467,0.0031076457163413725,0.9702332206435266,0.0031258319912705174,0.9681253187103641,0.0032374648683840012,0.9695439350979622,0.004466544537587197,0.9981024976448509,0.000527727152279463
9,faff4f1b7f82,2026-04-14 11:29:32,True,0.9693617021276595,0.004449471529463304,1.0,0.56705641746521,0.04443211555480957,300,10,0.09,1.0,1.0,1,0,0.9677897004087098,0.004768713023723706,0.9693617021276595,0.004449471529463304,0.9693643509780296,0.004495373584573274,0.9676221267632104,0.003810792811192312,0.9681841902485608,0.006336256320443679,0.9980991686022433,0.0005279737338107351
10,847fc74dd274,2026-04-14 11:29:35,True,0.9656737588652481,0.00433959107539812,1.0,0.3227346897125244,0.0393740177154541,125,15,0.07,1.0,1.0,1,0,0.9639426851138652,0.004620636557624686,0.9656737588652481,0.00433959107539812,0.9656921531007534,0.0043650014226254905,0.9634111856092533,0.004033118835547581,0.9646364171645112,0.00576505084366228,0.9979874513265331,0.0005388383697786825
11,20c70368b315,2026-04-14 11:29:38,True,0.9690780141843971,0.001654170750310726,1.0,0.3244166374206543,0.04323844909667969,275,3,0.07,1.0,1.0,1,0,0.9674720460592148,0.001805460361892856,0.9690780141843971,0.001654170750310726,0.9690725540497738,0.0016839066212327393,0.9676548230067862,0.001618066590585068,0.9674214710745168,0.003034214783130798,0.9981127037260711,0.0005242233166842912
12,a92a86339d5c,2026-04-14 11:29:39,True,0.9702127659574469,0.007343080343571485,0.9777304964539008,0.03729987144470215,0.03572702407836914,25,3,0.07,1.0,1.0,1,0,0.9683659444616456,0.007982065288484986,0.9702127659574469,0.007343080343571485,0.9700564433737258,0.007475093107230584,0.9730282661671081,0.004804257635064083,0.9647850867787946,0.010662530907222814,0.998330233138177,0.0006363476768118859
13,7f24dd4fdd7f,2026-04-14 11:29:42,True,0.9721985815602837,0.0030554126565302195,1.0,0.2724736213684082,0.05319857597351074,125,3,0.24,1.0,1.0,1,0,0.970765004637372,0.0033136644404131365,0.9721985815602837,0.0030554126565302195,0.9721975474496427,0.0031068008789526982,0.9707184521527067,0.0020529425179767434,0.9710345805081421,0.005169635006577126,0.9982616928622201,0.0005317242901169322
14,d53f6f6419ed,2026-04-14 11:29:45,True,0.9702127659574467,0.0032345402130472046,1.0,0.3291036128997803,0.038890409469604495,125,3,0.22,1.0,1.0,1,0,0.9686742010486628,0.0035030941599444652,0.9702127659574467,0.0032345402130472046,0.970211205399435,0.0032806586076654575,0.968661083670194,0.002535131576758825,0.9688805375271521,0.0051102847460134885,0.998183730730001,0.0005243472173041819
15,89caee92dbc6,2026-04-14 11:29:48,True,0.9707801418439714,0.0029207461392870963,1.0,0.1774846076965332,0.04363007545471191,125,3,0.23,1.0,1.0,1,0,0.9692677633274711,0.0031232825227334848,0.9707801418439714,0.0029207461392870963,0.9707771331588392,0.002944033368682441,0.9693609615115483,0.002773462506023804,0.9693464413681852,0.004364801168930117,0.9981398119554384,0.0005283897518675448
16,3ea702977757,2026-04-14 11:29:50,True,0.9719148936170212,0.0039513158233146495,0.9984397163120569,0.07549510002136231,0.04412775039672852,50,3,0.24,1.0,1.0,1,0,0.9704456377365028,0.004249287050313894,0.9719148936170212,0.0039513158233146495,0.9719042783566673,0.0039938154207911,0.9707180054370115,0.0033803501956152704,0.9704104064304527,0.005927603448312525,0.9982583280721192,0.0005428795966506567
17,d92e61f226fd,2026-04-14 11:29:54,True,0.9716312056737589,0.004111028864167223,1.0,0.41161012649536133,0.05749325752258301,200,3,0.24,1.0,1.0,1,0,0.970185419865617,0.004385351395470265,0.9716312056737589,0.004111028864167223,0.9716381042409378,0.004145241652663682,0.9698648383270727,0.003462766914341496,0.9707018695931872,0.005877724154541979,0.9982938572136124,0.0005502708874524602
18,88dd97b050d2,2026-04-14 11:29:59,True,0.9721985815602837,0.0027795628286901354,1.0,0.39163923263549805,0.06962699890136718,100,3,0.24,1.0,1.0,1,0,0.9707538153706396,0.0029881710531866374,0.9721985815602837,0.0027795628286901354,0.972191941506473,0.002815894039411622,0.9709671807506701,0.0024645173827180025,0.9707718844818893,0.004594071992520751,0.9982616906280019,0.000524589621222778
19,219a7142e16e,2026-04-14 11:30:05,True,0.9721985815602837,0.0048807519245632,1.0,0.6676088333129883,0.060988569259643556,225,3,0.24,1.0,1.0,1,0,0.9707800062990884,0.005195878201420957,0.9721985815602837,0.0048807519245632,0.9722048585027764,0.004913590043106537,0.9704342098732486,0.004207414770680132,0.9712980640963582,0.006556961667839315,0.9982989356778209,0.0005700362796697955
20,15b6ba21148d,2026-04-14 11:30:12,True,0.9719148936170214,0.0032839253624936857,1.0,0.7643230438232422,0.06554708480834961,300,3,0.24,1.0,1.0,1,0,0.9704883515690119,0.0035326882377008668,0.9719148936170214,0.0032839253624936857,0.9719245977402096,0.0033237274668033384,0.9700865749259997,0.002483497048315232,0.9710647183948602,0.00505266246165389,0.9982718453222003,0.0005824859305620904
21,c33bd2b4c38a,2026-04-14 11:30:16,True,0.9702127659574467,0.002005976684217159,1.0,0.3303389072418213,0.06199145317077637,100,3,0.2,1.0,1.0,1,0,0.968675321148892,0.00213359261797624,0.9702127659574467,0.002005976684217159,0.9702120400792843,0.0020118160375148346,0.9687737431186647,0.0026047308275386474,0.9687481321630373,0.0030067584116799983,0.9981330041775944,0.0004907626701571425
22,d1c45a1f8849,2026-04-14 11:30:21,True,0.9702127659574467,0.0023735036213732674,1.0,0.3143739700317383,0.05873961448669433,125,3,0.17,1.0,1.0,1,0,0.9686881647453326,0.0025632706505768228,0.9702127659574467,0.0023735036213732674,0.9702178162431891,0.0024069584730189125,0.9685081120158976,0.0018876591745498556,0.9690142700312802,0.0039445673574066455,0.9981888561127944,0.0004796508902737077
23,944d5360e12c,2026-04-14 11:30:26,True,0.9710638297872339,0.0033083415006214516,1.0,0.35457816123962405,0.05973591804504395,150,3,0.24,1.0,1.0,1,0,0.9695809497997072,0.0035727522893339316,0.9710638297872339,0.0033083415006214516,0.9710674929501547,0.0033554815827579066,0.9693790873961105,0.0024077121486800095,0.9699730217419879,0.005219466271061417,0.9982684425503875,0.0005310818784898224
24,5ba00aa1040d,2026-04-14 11:30:31,True,0.9696453900709219,0.0019240652434397952,1.0,0.4443219184875488,0.06543655395507812,225,3,0.09,1.0,1.0,1,0,0.9680747668461397,0.002105344073850031,0.9696453900709219,0.0019240652434397952,0.9696422102019321,0.0019657355414293065,0.9681723239412149,0.0015494461673245166,0.9681527252218294,0.0037289029077074544,0.9982261279732334,0.00048250559808718296
25,0f9efd841430,2026-04-14 11:30:36,True,0.9719148936170214,0.001654170750310726,0.9990070921985816,0.34557437896728516,0.060988998413085936,125,3,0.1,1.0,1.0,1,0,0.970452578904091,0.0018372077247511395,0.9719148936170214,0.001654170750310726,0.9719074245508688,0.00170411476940074,0.9706950190911392,0.0010962931115104328,0.9704111939924159,0.0037899676724998817,0.9981973686278722,0.000528724618381208
26,a6b6f5972aca,2026-04-14 11:30:44,True,0.972482269503546,0.005122119173125621,0.9815602836879431,0.9007963180541992,0.06603817939758301,225,3,0.02,1.0,1.0,1,0,0.9709664693655423,0.0054986195964597685,0.972482269503546,0.005122119173125621,0.972434148970683,0.005182182650914938,0.9723794216970566,0.0037282506131238635,0.9698193864342344,0.00735714692189129,0.9984419850442714,0.0005163915525100423
27,19359d1f441f,2026-04-14 11:30:49,True,0.9687943262411347,0.0023735036213732674,1.0,0.24585118293762206,0.05379781723022461,100,3,0.19,1.0,1.0,1,0,0.9671998931061683,0.002583904473921885,0.9687943262411347,0.0023735036213732674,0.9688009014077827,0.0024118503393271195,0.96701337513868,0.0021209412344251983,0.9675882873395262,0.00411944016950888,0.9980788391058816,0.0005517611893791094
28,2dc3941074a4,2026-04-14 11:30:58,True,0.9699290780141844,0.002893060716932081,1.0,0.9559289932250976,0.0663564682006836,225,3,0.14,1.0,1.0,1,0,0.9683961751307001,0.0030833089658746514,0.9699290780141844,0.002893060716932081,0.9699376229136011,0.0029110969433213327,0.9681244890762113,0.0027775209739663203,0.9687790576117188,0.0039470584365120945,0.9981956504853284,0.0005000925297320367
29,5d773d9bd4a4,2026-04-14 11:31:04,True,0.9713475177304964,0.002893060716932081,1.0,0.6887659549713134,0.04734325408935547,225,3,0.18,1.0,1.0,1,0,0.9698919478737535,0.003135639839986815,0.9713475177304964,0.002893060716932081,0.9713576162529473,0.002938378272200763,0.9694768598788436,0.00182175408807181,0.9704658696116624,0.004773741243196641,0.998200744589065,0.0005432172743982144
30,88ef8093161c,2026-04-14 11:31:13,True,0.9707801418439717,0.0019240652434397952,1.0,1.1790382385253906,0.054001998901367185,225,3,0.16,1.0,1.0,1,0,0.9692711213967081,0.0020524215457961735,0.9707801418439717,0.0019240652434397952,0.9707788092186591,0.0019345296276852165,0.9693797463705671,0.0024005214724630787,0.9693413807920453,0.003094660529820383,0.9981939368112211,0.00060920937706017
31,b0e421c54381,2026-04-14 11:31:17,True,0.9699290780141844,0.006616683001242867,0.9773049645390071,0.14532217979431153,0.04512872695922852,75,3,0.02,1.0,1.0,1,0,0.9680469678281092,0.007231778870286505,0.9699290780141844,0.006616683001242867,0.9697622604503227,0.006755897350556136,0.9731300508920675,0.004075775354238166,0.9641547729688653,0.009830644123863362,0.9981078174046395,0.0009045081948237331
32,8c3ffad56382,2026-04-14 11:31:24,True,0.9710638297872339,0.0011347517730496471,0.9972340425531915,0.6291832447052002,0.04994559288024902,225,3,0.05,1.0,1.0,1,0,0.9695702019695573,0.001126592318575425,0.9710638297872339,0.0011347517730496471,0.9710625608748066,0.0011035512744785002,0.9697502391280948,0.0026491483493524827,0.9695803266477332,0.001796490148438197,0.9982633707888342,0.00047284470572255016
33,9a905881ebe4,2026-04-14 11:31:32,True,0.9710638297872339,0.0026308137575874373,1.0,0.6027609825134277,0.04785923957824707,225,3,0.26,1.0,1.0,1,0,0.9695861497083141,0.002841003741714153,0.9710638297872339,0.0026308137575874373,0.9710710696003326,0.002661757520934934,0.9693178948571692,0.0022006720702818358,0.9699709070400113,0.004001387450493734,0.9981685154453412,0.0005467982703448059
34,1eadfcb42f45,2026-04-14 11:31:39,True,0.9716312056737587,0.003910368440309288,0.9822695035460992,0.5048768043518066,0.047042226791381835,250,3,0.02,1.0,1.0,1,0,0.9700958124242904,0.004210124930025095,0.9716312056737587,0.003910368440309288,0.9715947434237433,0.003962516081006506,0.971257241440642,0.0034287775455317596,0.9692568152699943,0.005983030967363743,0.9984055677866677,0.0005080969147816018
35,f9c5cfaa5513,2026-04-14 11:31:44,True,0.9716312056737587,0.0025373821021274245,1.0,0.4026649951934814,0.050099849700927734,225,3,0.28,1.0,1.0,1,0,0.9701676485838732,0.002726972403061862,0.9716312056737587,0.0025373821021274245,0.9716307072657224,0.002565431680312775,0.9701717597344597,0.0022522774915274602,0.9703033263608297,0.003905038863008099,0.9982362603252485,0.0006053837996985079
36,5c1a8b0c8b4e,2026-04-14 11:31:51,True,0.9687943262411347,0.003910368440309288,0.9998581560283688,0.2973473072052002,0.04766173362731933,125,3,0.13,1.0,1.0,1,0,0.9671836475407319,0.00416858213675951,0.9687943262411347,0.003910368440309288,0.9687933637147553,0.003938661467724408,0.9671624264992549,0.0035630876588230325,0.9673250517352232,0.005179829661671606,0.9981635062419011,0.0005133387053371127
37,555e87bd4cc9,2026-04-14 11:31:56,True,0.9679432624113474,0.0026308137575874373,1.0,0.2037379264831543,0.04280495643615723,125,3,0.27,1.0,1.0,1,0,0.9663168234379992,0.002868850621557713,0.9679432624113474,0.0026308137575874373,0.9679550850294136,0.0026823223005694205,0.9659288519477377,0.001703050411687506,0.9668938067789978,0.0046233652339375915,0.9981076230276443,0.0005524179269117994
38,58148813260f,2026-04-14 11:32:03,True,0.9699290780141844,0.0022695035460992942,0.9995035460992907,0.26198453903198243,0.04393620491027832,125,3,0.11,1.0,1.0,1,0,0.9683895215211031,0.0024163553027897185,0.9699290780141844,0.0022695035460992942,0.9699346147856123,0.002277218996610326,0.968273527325741,0.0027380186948361236,0.9686490585437172,0.003177570349350135,0.998236296072742,0.00043322743350685834
